Change_Order_ID,Project_ID,Change_Number,Change_Title,Change_Category,Initiating_Party,Discipline,Change_Type,Originating_Source,Identified_Date,Submitted_Date,Required_Decision_Date,First_Decision_Date,Approved_Date,Closed_Date,Change_Status,Submitted_Value,Negotiated_Value,Approved_Value,Requested_Schedule_Days,Approved_Schedule_Days,Revision_Count,Pricing_Status,Authorization_Type,Forecast_Incorporated_Date,Cost_Code_Group
CO-00592,PRJ-047,CO-009,Design Error or Omission - Structural Area D6,Design Error or Omission,Construction Manager,Structural,Additive,RFI,2023-07-03,2023-07-06,2023-07-26,2023-07-30,2023-08-15,2023-08-20,Approved,38000,38000,39000,0,0,1,Final,Owner Authorization,2023-08-28,Interiors
CO-00593,PRJ-047,CO-010,Design Error or Omission - Structural Area B7,Design Error or Omission,General Contractor,Structural,Time Only,Design Revision,2023-06-14,2023-06-19,2023-07-09,2023-07-03,2023-07-13,2023-07-14,Approved,0,0,0,7,6,1,Final,Executed Change Order,2023-07-18,General Conditions
CO-00594,PRJ-047,CO-011,Owner-Directed Change - Plumbing Area C3,Owner-Directed Change,Owner,Plumbing,Additive,Owner Request,2024-05-02,2024-05-08,2024-05-28,2024-05-24,,,Pending,124000,,,0,0,0,Submitted,None,,MEP
CO-00595,PRJ-047,CO-012,Substitution - Specialty Systems Area B7,Substitution,Architect,Specialty Systems,Additive,Field Condition,2024-03-29,2024-04-02,2024-04-22,2024-04-04,,,Pending,117000,103000,,9,0,0,ROM,None,,Concrete
CO-00596,PRJ-048,CO-001,Design Error or Omission - Specialty Systems Area A6,Design Error or Omission,Engineer,Specialty Systems,Additive,Design Revision,2023-11-30,2023-12-10,2023-12-30,2023-12-27,2024-01-17,2024-01-19,Approved,322000,257000,248000,0,0,1,Final,Owner Authorization,2024-01-21,Specialties
CO-00597,PRJ-048,CO-002,Unforeseen Condition - Electrical Area A8,Unforeseen Condition,General Contractor,Electrical,Additive,Field Condition,2024-09-02,2024-09-03,2024-09-23,2024-09-08,,2024-09-18,Rejected,590000,416000,0,0,0,0,Final,None,,Concrete
CO-00598,PRJ-048,CO-003,Design Error or Omission - Controls Area D5,Design Error or Omission,Engineer,Controls,Additive,RFI,2024-09-10,2024-09-28,2024-10-18,2024-09-30,,,Pending,643000,569000,,0,0,0,Pricing in Progress,None,,Metals
CO-00599,PRJ-048,CO-004,Code or Regulatory Requirement - Specialty Systems Area D10,Code or Regulatory Requirement,Subcontractor,Specialty Systems,Deductive,RFI,2024-11-11,2024-11-20,2024-12-10,2024-12-01,2024-12-07,2024-12-12,Approved,-801000,-827000,-820000,5,3,0,Final,Owner Authorization,2024-12-12,MEP
CO-00600,PRJ-048,CO-005,Scope Clarification - Civil Area A4,Scope Clarification,Engineer,Civil,Additive,Design Revision,2023-11-28,2023-12-04,2023-12-24,2023-12-22,2024-01-11,2024-01-21,Approved,430000,386000,374000,2,2,1,Final,Owner Authorization,2024-01-18,Sitework
CO-00601,PRJ-048,CO-006,Value Engineering - Mechanical Area A7,Value Engineering,Architect,Mechanical,Additive,Design Revision,2023-06-28,2023-07-12,2023-08-01,2023-07-28,2023-08-10,2023-08-16,Approved,2590000,2254000,2289000,3,2,1,Final,Executed Change Order,2023-08-12,Interiors
CO-00602,PRJ-048,CO-007,Unforeseen Condition - Electrical Area D6,Unforeseen Condition,General Contractor,Electrical,Additive,Field Condition,2022-07-16,2022-07-23,2022-08-12,2022-09-12,2022-10-28,2022-11-03,Approved,452000,438000,436000,0,0,1,Final,Owner Authorization,2022-11-01,Specialties
CO-00603,PRJ-048,CO-008,Substitution - Electrical Area A6,Substitution,Construction Manager,Electrical,Additive,Field Condition,2023-04-13,2023-04-22,2023-05-12,2023-04-24,2023-04-30,2023-05-02,Approved,383000,302000,292000,0,0,0,Final,Owner Authorization,2023-05-02,Interiors
CO-00604,PRJ-048,CO-009,Value Engineering - Electrical Area B3,Value Engineering,General Contractor,Electrical,Zero-Cost,Submittal Review,2024-04-13,2024-04-17,2024-05-07,2024-05-05,2024-05-15,2024-05-16,Approved,0,0,0,0,0,1,Final,Construction Change Directive,2024-05-19,MEP
CO-00605,PRJ-048,CO-010,Owner-Directed Change - Fire Protection Area A7,Owner-Directed Change,Owner,Fire Protection,Additive,Owner Request,2023-07-17,2023-07-19,2023-08-08,2023-07-31,2023-08-18,2023-08-28,Approved,358000,316000,312000,0,0,0,Final,Owner Authorization,2023-08-21,MEP
CO-00606,PRJ-048,CO-011,Scope Clarification - Structural Area A5,Scope Clarification,Engineer,Structural,Additive,Design Revision,2024-08-02,2024-08-07,2024-08-27,2024-08-18,2024-09-02,2024-09-08,Approved,579000,560000,560000,0,0,1,Final,Field Directive,2024-09-08,Concrete
CO-00607,PRJ-048,CO-012,Quantity Variation - Specialty Systems Area A9,Quantity Variation,Engineer,Specialty Systems,Additive,Submittal Review,2022-02-06,2022-02-13,2022-03-05,2022-02-20,,2022-03-10,Rejected,196000,130000,0,0,0,0,Final,None,,Metals
CO-00608,PRJ-048,CO-013,Value Engineering - Fire Protection Area A4,Value Engineering,General Contractor,Fire Protection,Zero-Cost,RFI,2022-11-04,2022-11-10,2022-11-30,2022-11-20,2022-12-02,2022-12-11,Approved,0,0,0,0,0,0,Final,Construction Change Directive,2022-12-06,Concrete
CO-00609,PRJ-048,CO-014,Scope Clarification - Architectural Area B2,Scope Clarification,General Contractor,Architectural,Additive,Schedule Recovery,2023-03-15,2023-03-21,2023-04-10,2023-04-02,,2023-04-16,Withdrawn,405000,,0,0,0,0,Pricing in Progress,None,,MEP
CO-00610,PRJ-048,CO-015,Value Engineering - General Area B6,Value Engineering,Engineer,General,Additive,Owner Request,2022-02-24,2022-03-01,2022-03-21,2022-03-13,2022-03-31,2022-04-05,Approved,199000,177000,180000,0,0,1,Final,Construction Change Directive,2022-04-07,Envelope
CO-00611,PRJ-048,CO-016,Owner-Directed Change - Mechanical Area C7,Owner-Directed Change,Owner,Mechanical,Time Only,Owner Request,2024-10-01,2024-10-03,2024-10-23,2024-10-31,,,Pending,0,0,,10,0,0,Negotiating,None,,MEP
CO-00612,PRJ-048,CO-017,Substitution - Architectural Area A2,Substitution,Owner,Architectural,Additive,Field Condition,2023-04-06,2023-04-12,2023-05-02,2023-05-02,2023-05-14,2023-05-21,Approved,253000,233000,235000,0,0,1,Final,Executed Change Order,2023-05-16,MEP
CO-00613,PRJ-048,CO-018,Owner-Directed Change - Electrical Area C3,Owner-Directed Change,Owner,Electrical,Additive,Owner Request,2022-05-09,2022-06-04,2022-06-24,2022-07-14,2022-08-11,2022-08-19,Approved,1066000,918000,922000,8,8,1,Final,Owner Authorization,2022-08-17,Sitework
CO-00614,PRJ-048,CO-019,Owner-Directed Change - Architectural Area D7,Owner-Directed Change,Owner,Architectural,Additive,Owner Request,2023-08-15,2023-08-25,2023-09-14,2023-09-13,,,Pending,1603000,1694000,,0,0,1,ROM,None,,Envelope
CO-00615,PRJ-048,CO-020,Unforeseen Condition - General Area B9,Unforeseen Condition,Construction Manager,General,Time Only,Field Condition,2023-01-08,2023-01-14,2023-02-03,2023-01-22,2023-01-29,2023-01-30,Approved,0,0,0,1,0,0,Final,Owner Authorization,2023-02-16,Concrete
CO-00616,PRJ-048,CO-021,Owner-Directed Change - General Area D5,Owner-Directed Change,Owner,General,Additive,Owner Request,2022-06-18,2022-07-19,2022-08-08,2022-07-31,2022-08-13,2022-08-21,Approved,388000,323000,316000,0,0,1,Final,Construction Change Directive,2022-08-16,Concrete
CO-00617,PRJ-048,CO-022,Owner-Directed Change - Architectural Area A3,Owner-Directed Change,Owner,Architectural,Additive,Owner Request,2024-07-16,2024-07-21,2024-08-10,2024-08-22,2024-09-22,2024-09-25,Approved,252000,228000,227000,0,0,2,Final,Executed Change Order,2024-09-24,Interiors
CO-00618,PRJ-048,CO-023,Unforeseen Condition - Civil Area D1,Unforeseen Condition,General Contractor,Civil,Deductive,RFI,2023-12-05,2023-12-12,2024-01-01,2023-12-22,,2024-01-09,Rejected,-811000,-546000,0,11,0,1,Final,None,,MEP
CO-00619,PRJ-048,CO-024,Owner-Directed Change - Civil Area D8,Owner-Directed Change,Owner,Civil,Additive,Owner Request,2022-04-20,2022-04-29,2022-05-19,2022-05-13,,2022-06-05,Withdrawn,3102000,,0,0,0,1,Pricing in Progress,None,,MEP
CO-00620,PRJ-048,CO-025,Unforeseen Condition - Controls Area B4,Unforeseen Condition,Architect,Controls,Additive,RFI,2024-03-24,2024-04-02,2024-04-22,2024-04-21,2024-05-10,2024-05-18,Approved,1650000,1700000,1728000,0,0,0,Final,Construction Change Directive,2024-05-13,MEP
CO-00621,PRJ-049,CO-001,Owner-Directed Change - Plumbing Area D5,Owner-Directed Change,Construction Manager,Plumbing,Additive,Owner Request,2024-08-07,2024-08-13,2024-09-02,2024-09-06,2024-09-17,2024-09-21,Approved,38000,29000,28000,9,7,1,Final,Executed Change Order,2024-09-20,Interiors
CO-00622,PRJ-049,CO-002,Unforeseen Condition - Plumbing Area D3,Unforeseen Condition,Construction Manager,Plumbing,Additive,Field Condition,2024-04-11,2024-04-15,2024-05-05,2024-04-30,2024-05-21,2024-05-24,Approved,34000,32000,31000,0,0,1,Final,Owner Authorization,2024-05-26,Interiors
CO-00623,PRJ-049,CO-003,Value Engineering - Mechanical Area C8,Value Engineering,Owner,Mechanical,Additive,RFI,2024-06-13,2024-06-21,2024-07-11,2024-07-01,2024-07-18,2024-07-28,Approved,13000,11000,11000,2,1,1,Final,Executed Change Order,,MEP
CO-00624,PRJ-049,CO-004,Schedule Acceleration - General Area C8,Schedule Acceleration,Subcontractor,General,Additive,RFI,2024-10-12,2024-10-15,2024-11-04,2024-10-24,2024-11-08,2024-11-18,Approved,50000,50000,50000,0,0,0,Final,Owner Authorization,2024-11-10,MEP
CO-00625,PRJ-049,CO-005,Unforeseen Condition - Specialty Systems Area B3,Unforeseen Condition,Construction Manager,Specialty Systems,Additive,Field Condition,2024-11-20,2024-12-05,2024-12-25,2024-12-29,2025-01-08,2025-01-14,Approved,154000,145000,147000,0,0,2,Final,Construction Change Directive,2025-01-15,Specialties
CO-00626,PRJ-049,CO-006,Owner-Directed Change - General Area C7,Owner-Directed Change,Owner,General,Additive,Owner Request,2025-05-31,2025-06-05,2025-06-25,2025-06-16,2025-06-25,2025-06-30,Approved,388000,342000,333000,0,0,1,Final,Executed Change Order,2025-06-29,Interiors
CO-00627,PRJ-049,CO-007,Design Error or Omission - Structural Area B4,Design Error or Omission,Engineer,Structural,Deductive,RFI,2024-07-11,2024-07-17,2024-08-06,2024-07-30,,,Pending,-63000,-62000,,0,0,0,Submitted,None,,MEP
CO-00628,PRJ-049,CO-008,Design Error or Omission - Fire Protection Area A2,Design Error or Omission,Construction Manager,Fire Protection,Additive,Design Revision,2025-02-02,2025-02-06,2025-02-26,2025-02-16,,2025-03-07,Rejected,43000,31000,0,0,0,1,Final,None,,Sitework
CO-00629,PRJ-049,CO-009,Design Error or Omission - Controls Area B3,Design Error or Omission,Engineer,Controls,Additive,RFI,2025-08-21,2025-08-25,2025-09-14,2025-09-17,2025-10-26,2025-11-01,Approved,389000,329000,324000,0,0,1,Final,Owner Authorization,2025-11-12,Interiors
CO-00630,PRJ-049,CO-010,Design Error or Omission - Civil Area A3,Design Error or Omission,Architect,Civil,Additive,RFI,2024-08-12,2024-08-24,2024-09-13,2024-09-08,,2024-09-27,Withdrawn,171000,,0,0,0,1,Submitted,None,,Specialties
CO-00631,PRJ-049,CO-011,Quantity Variation - Mechanical Area B1,Quantity Variation,Owner,Mechanical,Additive,Submittal Review,2025-11-04,2025-11-09,2025-11-29,2025-11-20,,2025-12-01,Rejected,152000,96000,0,0,0,2,Final,None,,Concrete
CO-00632,PRJ-050,CO-001,Substitution - General Area C9,Substitution,Subcontractor,General,Additive,RFI,2025-11-17,2025-11-18,2025-12-08,2025-11-25,2025-11-30,2025-12-07,Approved,101000,103000,101000,3,2,0,Final,Owner Authorization,,MEP
CO-00633,PRJ-050,CO-002,Quantity Variation - Structural Area B6,Quantity Variation,Owner,Structural,Deductive,Schedule Recovery,2025-04-04,2025-04-08,2025-04-28,2025-04-17,,2025-04-29,Withdrawn,-398000,,0,0,0,0,Pricing in Progress,None,,MEP
CO-00634,PRJ-050,CO-003,Owner-Directed Change - Fire Protection Area A7,Owner-Directed Change,Owner,Fire Protection,Zero-Cost,Owner Request,2025-11-20,2025-11-28,2025-12-18,2025-12-05,,2025-12-15,Withdrawn,0,,0,7,0,0,ROM,None,,Interiors
CO-00635,PRJ-050,CO-004,Unforeseen Condition - Mechanical Area A7,Unforeseen Condition,General Contractor,Mechanical,Additive,Field Condition,2024-09-02,2024-09-05,2024-09-25,2024-09-11,2024-09-16,2024-09-21,Approved,124000,115000,115000,0,0,0,Final,Owner Authorization,2024-09-22,Metals
CO-00636,PRJ-050,CO-005,Design Error or Omission - Civil Area A10,Design Error or Omission,General Contractor,Civil,Additive,Submittal Review,2024-07-02,2024-07-10,2024-07-30,2024-07-22,,2024-07-30,Withdrawn,358000,,0,0,0,1,Submitted,None,,Sitework
CO-00637,PRJ-050,CO-006,Substitution - Mechanical Area B3,Substitution,General Contractor,Mechanical,Additive,Schedule Recovery,2025-11-01,2025-11-06,2025-11-26,2025-11-12,2025-11-19,2025-11-24,Approved,678000,585000,587000,0,0,0,Final,Owner Authorization,2025-11-26,Envelope
CO-00638,PRJ-050,CO-007,Code or Regulatory Requirement - Architectural Area B3,Code or Regulatory Requirement,Subcontractor,Architectural,Deductive,Design Revision,2024-05-30,2024-06-01,2024-06-21,2024-06-08,2024-06-18,2024-06-19,Approved,-685000,-604000,-597000,0,0,0,Final,Owner Authorization,2024-07-03,Envelope
CO-00639,PRJ-050,CO-008,Unforeseen Condition - Civil Area D7,Unforeseen Condition,General Contractor,Civil,Additive,Field Condition,2024-11-22,2024-11-25,2024-12-15,2024-12-04,2024-12-15,2024-12-19,Approved,742000,679000,668000,10,9,0,Final,Executed Change Order,2024-12-19,Specialties
CO-00640,PRJ-050,CO-009,Unforeseen Condition - Controls Area D3,Unforeseen Condition,Owner,Controls,Zero-Cost,Field Condition,2025-07-19,2025-07-21,2025-08-10,2025-08-07,,2025-09-03,Rejected,0,0,0,0,0,1,Final,None,,Metals
CO-00641,PRJ-051,CO-001,Owner-Directed Change - Specialty Systems Area C8,Owner-Directed Change,General Contractor,Specialty Systems,Additive,Owner Request,2022-08-23,2022-09-06,2022-09-26,2022-09-27,,2022-10-30,Rejected,579000,344000,0,0,0,1,Final,None,,Metals
CO-00642,PRJ-051,CO-002,Unforeseen Condition - Controls Area D3,Unforeseen Condition,Construction Manager,Controls,Additive,Field Condition,2023-01-30,2023-02-09,2023-03-01,2023-03-07,,,Pending,478000,,,8,0,0,Negotiating,None,,Sitework
CO-00643,PRJ-051,CO-003,Code or Regulatory Requirement - General Area B4,Code or Regulatory Requirement,Construction Manager,General,Zero-Cost,Field Condition,2024-05-05,2024-05-15,2024-06-04,2024-06-27,2024-07-26,2024-08-03,Approved,0,0,0,0,0,0,Final,Executed Change Order,2024-08-05,General Conditions
CO-00644,PRJ-051,CO-004,Design Error or Omission - Mechanical Area C4,Design Error or Omission,Engineer,Mechanical,Zero-Cost,Design Revision,2024-05-17,2024-05-23,2024-06-12,2024-06-10,,2024-07-06,Rejected,0,0,0,0,0,1,Final,None,,Sitework
CO-00645,PRJ-051,CO-005,Scope Clarification - Plumbing Area C3,Scope Clarification,Subcontractor,Plumbing,Additive,RFI,2023-09-11,2023-09-17,2023-10-07,2023-10-02,2023-10-23,2023-10-27,Approved,117000,98000,100000,0,0,2,Final,Owner Authorization,2023-10-26,General Conditions
CO-00646,PRJ-051,CO-006,Design Error or Omission - Structural Area C1,Design E&O,Architect,Structural,Additive,RFI,2022-07-27,2022-08-07,2022-08-27,2022-09-01,2022-09-20,2022-09-28,Approved,885000,879000,857000,17,14,0,Final,Executed Change Order,2022-09-24,General Conditions
CO-00647,PRJ-051,CO-007,Code or Regulatory Requirement - Architectural Area C1,Code or Regulatory Requirement,Construction Manager,Architectural,Additive,Design Revision,2024-12-05,2024-12-13,2025-01-02,2025-01-11,,2025-02-03,Rejected,757000,635000,0,0,0,1,Final,None,,Metals
CO-00648,PRJ-051,CO-008,Value Engineering - Plumbing Area A6,Value Engineering,Engineer,Plumbing,Additive,Owner Request,2024-02-10,2024-02-17,2024-03-08,2024-03-09,2024-03-20,2024-03-29,Approved,384000,378000,370000,0,0,1,Final,Executed Change Order,2024-03-23,General Conditions
CO-00649,PRJ-051,CO-009,Quantity Variation - Civil Area C3,Quantity Variation,Owner,Civil,Additive,Design Revision,2023-04-08,2023-04-25,2023-05-15,2023-05-15,2023-05-28,2023-06-06,Approved,209000,167000,161000,0,0,1,Final,Owner Authorization,2023-06-18,Envelope
CO-00650,PRJ-051,CO-010,Unforeseen Condition - Civil Area D9,Unforeseen Condition,Subcontractor,Civil,Additive,RFI,2024-07-30,2024-08-06,2024-08-26,2024-09-21,2024-11-30,2024-12-07,Approved,216000,187000,190000,0,0,0,Final,Owner Authorization,2024-12-09,General Conditions
CO-00651,PRJ-051,CO-011,Unforeseen Condition - Electrical Area B1,Unforeseen Condition,General Contractor,Electrical,Additive,Field Condition,2024-01-15,2024-01-25,2024-02-14,2024-02-20,2024-03-06,2024-03-08,Approved,865000,837000,820000,25,26,1,Final,Owner Authorization,2024-03-08,Envelope
CO-00652,PRJ-051,CO-012,Owner-Directed Change - Specialty Systems Area A10,Owner-Directed Change,Owner,Specialty Systems,Additive,Owner Request,2023-02-17,2023-03-04,2023-03-24,2023-03-28,2023-04-12,2023-04-17,Approved,156000,143000,144000,0,0,0,Final,Owner Authorization,2023-04-20,Metals
CO-00653,PRJ-051,CO-013,Owner-Directed Change - Civil Area A10,Owner-Directed Change,Owner,Civil,Additive,Owner Request,2023-11-04,2023-11-13,2023-12-03,2023-12-07,2024-01-05,2024-01-11,Approved,224000,188000,191000,41,32,0,Final,Construction Change Directive,2024-01-09,MEP
CO-00654,PRJ-051,CO-014,Unforeseen Condition - Civil Area A4,Unforeseen Condition,Subcontractor,Civil,Additive,RFI,2022-08-28,2022-09-04,2022-09-24,2022-10-06,,2022-10-29,Withdrawn,720000,,0,3,0,1,Submitted,None,,General Conditions
CO-00655,PRJ-051,CO-015,Value Engineering - Fire Protection Area C2,Value Engineering,Construction Manager,Fire Protection,Additive,Design Revision,2022-08-23,2022-09-01,2022-09-21,2022-09-14,2022-10-03,2022-10-13,Approved,358000,322000,322000,0,0,1,Final,Executed Change Order,2022-10-06,General Conditions
CO-00656,PRJ-051,CO-016,Unforeseen Condition - Structural Area C7,Unforeseen Condition,Subcontractor,Structural,Time Only,RFI,2022-07-23,2022-08-03,2022-08-23,2022-08-25,,,Pending,0,,,11,0,1,Negotiating,None,,Interiors
CO-00657,PRJ-051,CO-017,Scope Clarification - Architectural Area A6,Scope Clarification,Architect,Architectural,Time Only,Field Condition,2022-09-01,2022-09-17,2022-10-07,2022-11-05,,2023-01-06,Rejected,0,0,0,4,0,1,Final,None,,General Conditions
CO-00658,PRJ-051,CO-018,Quantity Variation - Electrical Area B7,Quantity Variation,Owner,Electrical,Additive,Owner Request,2022-08-20,2022-09-04,2022-09-24,2022-09-19,,2022-09-28,Rejected,180000,117000,0,0,0,0,Final,None,,Equipment
CO-00659,PRJ-051,CO-019,Owner-Directed Change - Specialty Systems Area D2,Owner-Directed Change,Owner,Specialty Systems,Additive,Owner Request,2025-01-04,2025-01-17,2025-02-06,2025-01-30,2025-02-20,2025-02-21,Approved,2472000,2144000,2111000,0,0,0,Final,Owner Authorization,2025-03-15,MEP
CO-00660,PRJ-051,CO-020,Scope Clarification - Architectural Area B3,Scope Clarification,Owner,Architectural,Additive,Design Revision,2022-12-17,2022-12-30,2023-01-19,2023-01-22,2023-02-13,2023-02-17,Approved,1054000,865000,865000,0,0,1,Final,Executed Change Order,2023-02-19,Interiors
CO-00661,PRJ-051,CO-021,Owner-Directed Change - Plumbing Area B3,Owner-Directed Change,Owner,Plumbing,Deductive,Owner Request,2023-07-17,2023-07-27,2023-08-16,2023-08-31,,,Pending,-113000,,,0,0,1,Pricing in Progress,None,,MEP
CO-00662,PRJ-051,CO-022,Scope Clarification - Plumbing Area D7,Scope Clarification,Architect,Plumbing,Additive,Design Revision,2023-08-14,2023-08-23,2023-09-12,2023-09-13,,,Pending,172000,138000,,0,0,0,Pricing in Progress,None,,Interiors
CO-00663,PRJ-051,CO-023,Substitution - Specialty Systems Area A4,Substitution,Architect,Specialty Systems,Additive,Submittal Review,2024-01-16,2024-01-20,2024-02-09,2024-02-10,2024-02-28,2024-03-01,Approved,102000,90000,87000,0,0,0,Final,Owner Authorization,2024-03-21,MEP
CO-00664,PRJ-051,CO-024,Substitution - Mechanical Area B4,Substitution,Architect,Mechanical,Additive,Design Revision,2025-01-13,2025-01-17,2025-02-06,2025-01-26,2025-02-12,2025-02-21,Approved,145000,133000,136000,0,0,0,Final,Executed Change Order,2025-02-22,MEP
CO-00665,PRJ-052,CO-001,Unforeseen Condition - Architectural Area A3,Unforeseen Condition,Construction Manager,Architectural,Additive,Field Condition,2024-03-27,2024-04-08,2024-04-28,2024-04-16,2024-05-01,2024-05-03,Approved,92000,77000,78000,0,0,1,Final,Construction Change Directive,2024-05-21,Equipment
CO-00666,PRJ-052,CO-002,Unforeseen Condition - Mechanical Area C8,Unforeseen Condition,Engineer,Mechanical,Additive,RFI,2024-04-17,2024-04-19,2024-05-09,2024-05-01,2024-05-08,2024-05-18,Approved,101000,93000,92000,0,0,0,Final,Executed Change Order,2024-05-13,Equipment
