Event_ID,Project_ID,Item_Type,Item_ID,Event_Sequence,Event_Timestamp,From_Status,To_Status,Action_By_Role,Assigned_To_Role,Event_Action,Revision_Number,Decision_Required_Flag,Comment_Category
EVT-006735,PRJ-081,RFI,RFI-03014,3,2025-12-17T11:00,Submitted,Open,Design Manager,Engineer,Assign or escalate,1,Yes,Current open status
EVT-006736,PRJ-081,RFI,RFI-03015,1,2023-11-16T08:00,,Submitted,Construction Manager,Architect,Submit,0,Yes,Initial submission
EVT-006737,PRJ-081,RFI,RFI-03015,2,2023-11-26T13:00,Submitted,Returned for Clarification,Architect,Construction Manager,Return,1,Yes,Insufficient information
EVT-006738,PRJ-081,RFI,RFI-03015,3,2023-11-27T11:00,Submitted,Awaiting Owner,Design Manager,Architect,Assign or escalate,1,Yes,Current open status
EVT-006739,PRJ-081,RFI,RFI-03016,1,2024-06-16T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006740,PRJ-081,RFI,RFI-03016,2,2024-06-23T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-006741,PRJ-081,RFI,RFI-03017,1,2024-07-06T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006742,PRJ-081,RFI,RFI-03017,2,2024-07-27T13:00,Submitted,Returned for Clarification,Engineer,Construction Manager,Return,1,Yes,Insufficient information
EVT-006743,PRJ-081,RFI,RFI-03017,3,2024-07-31T15:00,Returned for Clarification,Answered,Engineer,Construction Manager,Respond,1,No,Final response
EVT-006744,PRJ-081,RFI,RFI-03018,1,2024-09-13T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006745,PRJ-081,RFI,RFI-03018,2,2024-10-13T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-006746,PRJ-081,RFI,RFI-03018,3,2024-09-19T11:00,Submitted,In Review,Design Manager,Engineer,Assign or escalate,1,Yes,Current open status
EVT-006747,PRJ-081,RFI,RFI-03019,1,2024-06-06T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006748,PRJ-081,RFI,RFI-03019,2,2024-06-07T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-006749,PRJ-081,RFI,RFI-03019,3,2024-06-15T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-006750,PRJ-081,RFI,RFI-03020,1,2025-05-11T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006751,PRJ-081,RFI,RFI-03020,2,2025-05-15T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-006752,PRJ-081,RFI,RFI-03020,3,2025-05-23T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-006753,PRJ-081,RFI,RFI-03021,1,2024-04-02T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006754,PRJ-081,RFI,RFI-03021,2,2024-04-12T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006755,PRJ-081,RFI,RFI-03022,1,2024-09-28T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006756,PRJ-081,RFI,RFI-03022,2,2024-10-11T15:00,Submitted,Answered,Engineer,Subcontractor,Respond,0,No,Final response
EVT-006757,PRJ-081,RFI,RFI-03023,1,2024-05-02T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-006758,PRJ-081,RFI,RFI-03023,2,2024-05-08T13:00,Submitted,Returned for Clarification,Architect,General Contractor,Return,1,Yes,Insufficient information
EVT-006759,PRJ-081,RFI,RFI-03023,3,2024-05-12T15:00,Returned for Clarification,Closed,Architect,General Contractor,Respond and close,1,No,Final response
EVT-006760,PRJ-081,RFI,RFI-03024,1,2023-12-12T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006761,PRJ-081,RFI,RFI-03024,2,2023-12-21T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-006762,PRJ-081,RFI,RFI-03025,1,2025-06-05T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006763,PRJ-081,RFI,RFI-03025,2,2025-06-10T15:00,Submitted,Closed,Design Manager,General Contractor,Respond and close,0,No,Final response
EVT-006764,PRJ-081,RFI,RFI-03026,1,2024-01-28T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-006765,PRJ-081,RFI,RFI-03026,2,2024-01-31T15:00,Submitted,Answered,Architect,Subcontractor,Respond,0,No,Final response
EVT-006766,PRJ-081,RFI,RFI-03027,1,2025-09-27T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006767,PRJ-081,RFI,RFI-03027,2,2025-10-05T11:00,Submitted,Awaiting Designer,Design Manager,Owner Representative,Assign or escalate,0,Yes,Current open status
EVT-006768,PRJ-081,RFI,RFI-03028,1,2024-02-24T08:00,,Submitted,Subcontractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-006769,PRJ-081,RFI,RFI-03028,2,2024-02-28T15:00,Submitted,Answered,Construction Manager,Subcontractor,Respond,0,No,Final response
EVT-006770,PRJ-081,RFI,RFI-03029,1,2025-10-26T08:00,,Submitted,Construction Manager,Design Manager,Submit,0,Yes,Initial submission
EVT-006771,PRJ-081,RFI,RFI-03029,2,2025-11-06T15:00,Submitted,Closed,Design Manager,Construction Manager,Respond and close,0,No,Final response
EVT-006772,PRJ-081,RFI,RFI-03030,1,2024-10-15T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006773,PRJ-081,RFI,RFI-03030,2,2024-10-18T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006774,PRJ-081,RFI,RFI-03031,1,2024-06-05T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006775,PRJ-081,RFI,RFI-03031,2,2024-06-26T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006776,PRJ-081,RFI,RFI-03032,1,2024-02-28T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006777,PRJ-081,RFI,RFI-03032,2,2024-03-07T15:00,Submitted,Answered,Engineer,Subcontractor,Respond,0,No,Final response
EVT-006778,PRJ-081,RFI,RFI-03033,1,2024-02-20T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006779,PRJ-081,RFI,RFI-03033,2,2024-03-03T15:00,Submitted,Closed,Owner Representative,Subcontractor,Respond and close,0,No,Final response
EVT-006780,PRJ-081,RFI,RFI-03034,1,2024-05-30T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-006781,PRJ-081,RFI,RFI-03034,2,2024-06-06T13:00,Submitted,Returned for Clarification,Architect,General Contractor,Return,1,Yes,Insufficient information
EVT-006782,PRJ-081,RFI,RFI-03034,3,2024-06-04T11:00,Submitted,Awaiting Designer,Design Manager,Architect,Assign or escalate,1,Yes,Current open status
EVT-006783,PRJ-081,RFI,RFI-03035,1,2024-08-30T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-006784,PRJ-081,RFI,RFI-03035,2,2024-09-19T15:00,Submitted,Answered,Architect,Subcontractor,Respond,0,No,Final response
EVT-006785,PRJ-081,RFI,RFI-03036,1,2025-07-08T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-006786,PRJ-081,RFI,RFI-03036,2,2025-07-13T15:00,Submitted,Closed,Architect,General Contractor,Respond and close,0,No,Final response
EVT-006787,PRJ-081,RFI,RFI-03037,1,2024-05-30T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006788,PRJ-081,RFI,RFI-03037,2,2024-06-03T15:00,Submitted,Closed,Design Manager,General Contractor,Respond and close,0,No,Final response
EVT-006789,PRJ-082,RFI,RFI-03038,1,2025-09-12T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006790,PRJ-082,RFI,RFI-03038,2,2025-09-16T15:00,Submitted,Closed,Owner Representative,Subcontractor,Respond and close,0,No,Final response
EVT-006791,PRJ-082,RFI,RFI-03039,1,2023-11-21T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006792,PRJ-082,RFI,RFI-03039,2,2023-11-24T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-006793,PRJ-082,RFI,RFI-03039,3,2023-11-30T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-006794,PRJ-082,RFI,RFI-03040,1,2023-10-19T08:00,,Submitted,Subcontractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006795,PRJ-082,RFI,RFI-03040,2,2023-10-24T11:00,Submitted,Awaiting Designer,Design Manager,Design Manager,Assign or escalate,0,Yes,Current open status
EVT-006796,PRJ-082,RFI,RFI-03041,1,2024-09-15T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006797,PRJ-082,RFI,RFI-03041,2,2024-09-28T15:00,Submitted,Answered,Owner Representative,Subcontractor,Respond,0,No,Final response
EVT-006798,PRJ-082,RFI,RFI-03042,1,2023-11-07T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006799,PRJ-082,RFI,RFI-03042,2,2023-11-11T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-006800,PRJ-082,RFI,RFI-03042,3,2023-11-19T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-006801,PRJ-082,RFI,RFI-03043,1,2024-06-13T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006802,PRJ-082,RFI,RFI-03043,2,2024-06-22T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-006803,PRJ-082,RFI,RFI-03044,1,2025-03-31T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006804,PRJ-082,RFI,RFI-03044,2,2025-04-08T15:00,Submitted,Answered,Engineer,Subcontractor,Respond,0,No,Final response
EVT-006805,PRJ-082,RFI,RFI-03045,1,2024-08-08T08:00,,Submitted,Subcontractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006806,PRJ-082,RFI,RFI-03045,2,2024-08-17T15:00,Submitted,Closed,Design Manager,Subcontractor,Respond and close,0,No,Final response
EVT-006807,PRJ-082,RFI,RFI-03046,1,2025-04-13T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006808,PRJ-082,RFI,RFI-03046,2,2025-04-22T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006809,PRJ-082,RFI,RFI-03047,1,2024-11-29T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006810,PRJ-082,RFI,RFI-03047,2,2024-12-04T11:00,Submitted,In Review,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-006811,PRJ-082,RFI,RFI-03048,1,2023-10-28T08:00,,Submitted,General Contractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-006812,PRJ-082,RFI,RFI-03048,2,2023-11-10T11:00,Submitted,Open,Design Manager,Construction Manager,Assign or escalate,0,Yes,Current open status
EVT-006813,PRJ-082,RFI,RFI-03049,1,2025-02-01T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006814,PRJ-082,RFI,RFI-03049,2,2025-02-20T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006815,PRJ-082,RFI,RFI-03050,1,2024-06-25T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006816,PRJ-082,RFI,RFI-03050,2,2024-07-01T11:00,Submitted,Awaiting Designer,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-006817,PRJ-082,RFI,RFI-03051,1,2024-12-14T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006818,PRJ-082,RFI,RFI-03051,2,2024-12-21T15:00,Submitted,Closed,Owner Representative,General Contractor,Respond and close,0,No,Final response
EVT-006819,PRJ-082,RFI,RFI-03052,1,2025-01-07T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-006820,PRJ-082,RFI,RFI-03052,2,2025-01-14T15:00,Submitted,Answered,Architect,General Contractor,Respond,0,No,Final response
EVT-006821,PRJ-082,RFI,RFI-03053,1,2025-09-24T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006822,PRJ-082,RFI,RFI-03053,2,2025-10-04T15:00,Submitted,Closed,Owner Representative,General Contractor,Respond and close,0,No,Final response
EVT-006823,PRJ-082,RFI,RFI-03054,1,2025-08-05T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006824,PRJ-082,RFI,RFI-03054,2,2025-08-13T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-006825,PRJ-082,RFI,RFI-03054,3,2025-08-19T11:00,Submitted,Returned for Clarification,Design Manager,Engineer,Assign or escalate,1,Yes,Current open status
EVT-006826,PRJ-082,RFI,RFI-03055,1,2024-09-30T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006827,PRJ-082,RFI,RFI-03055,2,2024-10-15T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006828,PRJ-082,RFI,RFI-03056,1,2024-09-13T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-006829,PRJ-082,RFI,RFI-03056,2,2024-09-21T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-006830,PRJ-082,RFI,RFI-03057,1,2023-09-29T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006831,PRJ-082,RFI,RFI-03057,2,2023-10-05T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-006832,PRJ-082,RFI,RFI-03058,1,2025-09-14T08:00,,Submitted,Construction Manager,Construction Manager,Submit,0,Yes,Initial submission
EVT-006833,PRJ-082,RFI,RFI-03058,2,2025-09-26T13:00,Submitted,Returned for Clarification,Construction Manager,Construction Manager,Return,1,Yes,Insufficient information
EVT-006834,PRJ-082,RFI,RFI-03058,3,2025-09-29T15:00,Returned for Clarification,Closed,Construction Manager,Construction Manager,Respond and close,1,No,Final response
EVT-006835,PRJ-082,RFI,RFI-03059,1,2025-09-01T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006836,PRJ-082,RFI,RFI-03059,2,2025-09-10T15:00,Submitted,Closed,Engineer,Construction Manager,Respond and close,0,No,Final response
EVT-006837,PRJ-082,RFI,RFI-03060,1,2025-05-30T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006838,PRJ-082,RFI,RFI-03060,2,2025-06-07T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006839,PRJ-082,RFI,RFI-03061,1,2025-08-31T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006840,PRJ-082,RFI,RFI-03061,2,2025-09-11T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-006841,PRJ-082,RFI,RFI-03061,3,2025-09-17T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-006842,PRJ-082,RFI,RFI-03062,1,2023-12-10T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006843,PRJ-082,RFI,RFI-03062,2,2023-12-18T15:00,Submitted,Closed,Owner Representative,General Contractor,Respond and close,0,No,Final response
EVT-006844,PRJ-082,RFI,RFI-03063,1,2023-08-23T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006845,PRJ-082,RFI,RFI-03063,2,2023-09-04T13:00,Submitted,Returned for Clarification,Owner Representative,Subcontractor,Return,1,Yes,Insufficient information
EVT-006846,PRJ-082,RFI,RFI-03063,3,2023-09-09T15:00,Returned for Clarification,Closed,Owner Representative,Subcontractor,Respond and close,1,No,Final response
EVT-006847,PRJ-082,RFI,RFI-03064,1,2023-09-30T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006848,PRJ-082,RFI,RFI-03064,2,2023-10-07T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-006849,PRJ-082,RFI,RFI-03064,3,2023-10-15T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-006850,PRJ-082,RFI,RFI-03065,1,2024-04-30T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006851,PRJ-082,RFI,RFI-03065,2,2024-05-06T15:00,Submitted,Closed,Design Manager,General Contractor,Respond and close,0,No,Final response
EVT-006852,PRJ-082,RFI,RFI-03066,1,2023-09-10T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006853,PRJ-082,RFI,RFI-03066,2,2023-09-29T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-006854,PRJ-082,RFI,RFI-03066,3,2023-10-07T15:00,Returned for Clarification,Answered,Engineer,General Contractor,Respond,1,No,Final response
EVT-006855,PRJ-082,RFI,RFI-03067,1,2023-12-18T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-006856,PRJ-082,RFI,RFI-03067,2,2023-12-27T15:00,Submitted,Closed,Owner Representative,Subcontractor,Respond and close,0,No,Final response
EVT-006857,PRJ-082,RFI,RFI-03068,1,2025-02-23T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006858,PRJ-082,RFI,RFI-03068,2,2025-03-08T11:00,Submitted,Returned for Clarification,Design Manager,Design Manager,Assign or escalate,0,Yes,Current open status
EVT-006859,PRJ-082,RFI,RFI-03069,1,2024-07-23T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006860,PRJ-082,RFI,RFI-03069,2,2024-08-13T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-006861,PRJ-082,RFI,RFI-03069,3,2024-08-19T15:00,Returned for Clarification,Answered,Engineer,General Contractor,Respond,1,No,Final response
EVT-006862,PRJ-082,RFI,RFI-03070,1,2024-05-11T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006863,PRJ-082,RFI,RFI-03070,2,2024-05-20T13:00,Submitted,Returned for Clarification,Engineer,Construction Manager,Return,1,Yes,Insufficient information
EVT-006864,PRJ-082,RFI,RFI-03070,3,2024-05-23T15:00,Returned for Clarification,Closed,Engineer,Construction Manager,Respond and close,1,No,Final response
EVT-006865,PRJ-082,RFI,RFI-03071,1,2024-03-22T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006866,PRJ-082,RFI,RFI-03071,2,2024-03-31T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006867,PRJ-082,RFI,RFI-03072,1,2025-04-19T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006868,PRJ-082,RFI,RFI-03072,2,2025-04-24T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-006869,PRJ-082,RFI,RFI-03073,1,2025-06-17T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-006870,PRJ-082,RFI,RFI-03073,2,2025-06-22T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-006871,PRJ-082,RFI,RFI-03074,1,2025-03-29T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-006872,PRJ-082,RFI,RFI-03074,2,2025-04-06T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-006873,PRJ-082,RFI,RFI-03074,3,2025-04-10T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-006874,PRJ-082,RFI,RFI-03075,1,2024-06-12T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-006875,PRJ-082,RFI,RFI-03075,2,2024-06-26T15:00,Submitted,Closed,Design Manager,General Contractor,Respond and close,0,No,Final response
EVT-006876,PRJ-082,RFI,RFI-03076,1,2025-09-03T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-006877,PRJ-082,RFI,RFI-03076,2,2025-09-12T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-006878,PRJ-082,RFI,RFI-03077,1,2024-12-29T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-006879,PRJ-082,RFI,RFI-03077,2,2025-01-08T13:00,Submitted,Returned for Clarification,Engineer,Construction Manager,Return,1,Yes,Insufficient information
EVT-006880,PRJ-082,RFI,RFI-03077,3,2025-01-11T15:00,Returned for Clarification,Closed,Engineer,Construction Manager,Respond and close,1,No,Final response
EVT-006881,PRJ-082,RFI,RFI-03078,1,2024-06-21T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
